,time,latitude,longitude,,water_depth,,
$SDODC,2:41:11,S32.58.9486,W169.17.3922,A,5520.8,M,A
$SDODC,2:41:31,S32.58.9049,W169.17.3352,A,5520.8,M,A
$SDODC,2:41:51,S32.58.8619,W169.17.2780,A,5520.8,M,A
$SDODC,2:42:11,S32.58.8190,W169.17.2206,A,5520.8,M,A
$SDODC,2:42:31,S32.58.7763,W169.17.1628,A,5520,M,A
$SDODC,2:42:51,S32.58.7333,W169.17.1048,A,5520.2,M,A
$SDODC,2:43:11,S32.58.6903,W169.17.0469,A,5520,M,A
$SDODC,2:43:31,S32.58.6466,W169.16.9889,A,5518.8,M,A
$SDODC,2:43:51,S32.58.6028,W169.16.9309,A,5518.8,M,A
$SDODC,2:44:11,S32.58.5590,W169.16.8730,A,5519,M,A
$SDODC,2:44:31,S32.58.5154,W169.16.8142,A,5519.5,M,A
$SDODC,2:44:51,S32.58.4718,W169.16.7556,A,5519.5,M,A
$SDODC,2:45:11,S32.58.4284,W169.16.6977,A,5519,M,A
$SDODC,2:45:31,S32.58.3849,W169.16.6398,A,5519.4,M,A
$SDODC,2:45:51,S32.58.3416,W169.16.5820,A,5519,M,A
$SDODC,2:46:11,S32.58.2982,W169.16.5242,A,5520.6,M,A
$SDODC,2:46:31,S32.58.2560,W169.16.4658,A,5519.4,M,A
$SDODC,2:46:51,S32.58.2137,W169.16.4070,A,5517.7,M,A
$SDODC,2:47:11,S32.58.1715,W169.16.3476,A,5511.7,M,A
$SDODC,2:47:31,S32.58.1292,W169.16.2882,A,5516.6,M,A
$SDODC,2:47:51,S32.58.0867,W169.16.2284,A,5516.5,M,A
$SDODC,2:48:11,S32.58.0445,W169.16.1681,A,5516.5,M,A
$SDODC,2:48:31,S32.58.0021,W169.16.1088,A,5508.5,M,A
$SDODC,2:48:51,S32.57.9597,W169.16.0504,A,5506.2,M,A
$SDODC,2:49:11,S32.57.9160,W169.15.9925,A,5508.1,M,A
$SDODC,2:49:31,S32.57.8726,W169.15.9336,A,5508,M,A
$SDODC,2:49:51,S32.57.8304,W169.15.8740,A,5502.2,M,A
$SDODC,2:50:11,S32.57.7878,W169.15.8144,A,5498.4,M,A
$SDODC,2:50:31,S32.57.7457,W169.15.7542,A,5497.2,M,A
$SDODC,2:50:51,S32.57.7030,W169.15.6942,A,5495.6,M,A
$SDODC,2:51:11,S32.57.6594,W169.15.6356,A,5494.6,M,A
$SDODC,2:51:31,S32.57.6152,W169.15.5781,A,5493.2,M,A
$SDODC,2:51:51,S32.57.5708,W169.15.5205,A,5495.2,M,A
$SDODC,2:52:11,S32.57.5268,W169.15.4622,A,5491.5,M,A
$SDODC,2:52:31,S32.57.4838,W169.15.4027,A,5494.4,M,A
$SDODC,2:52:51,S32.57.4406,W169.15.3430,A,5495.3,M,A
$SDODC,2:53:11,S32.57.3974,W169.15.2829,A,5495.2,M,A
$SDODC,2:53:31,S32.57.3546,W169.15.2228,A,5495.1,M,A
$SDODC,2:53:51,S32.57.3111,W169.15.1640,A,5491,M,A
$SDODC,2:54:11,S32.57.2676,W169.15.1060,A,5491,M,A
$SDODC,2:54:31,S32.57.2242,W169.15.0473,A,5491,M,A
$SDODC,2:54:51,S32.57.1810,W169.14.9878,A,5489.2,M,A
$SDODC,2:55:11,S32.57.1375,W169.14.9283,A,5493.4,M,A
$SDODC,2:55:31,S32.57.0942,W169.14.8689,A,5491,M,A
$SDODC,2:55:51,S32.57.0505,W169.14.8111,A,5490.2,M,A
$SDODC,2:56:11,S32.57.0065,W169.14.7538,A,5486,M,A
$SDODC,2:56:31,S32.56.9628,W169.14.6960,A,5486,M,A
$SDODC,2:56:51,S32.56.9194,W169.14.6382,A,5486,M,A
$SDODC,2:57:11,S32.56.8764,W169.14.5798,A,5484.9,M,A
$SDODC,2:57:31,S32.56.8342,W169.14.5197,A,5484.9,M,A
$SDODC,2:57:51,S32.56.7925,W169.14.4585,A,5484.9,M,A
$SDODC,2:58:11,S32.56.7510,W169.14.3976,A,5489.1,M,A
$SDODC,2:58:31,S32.56.7092,W169.14.3369,A,5489.1,M,A
$SDODC,2:58:51,S32.56.6666,W169.14.2771,A,5489.1,M,A
$SDODC,2:59:11,S32.56.6238,W169.14.2171,A,5492.6,M,A
$SDODC,2:59:31,S32.56.5810,W169.14.1570,A,5492.6,M,A
$SDODC,2:59:51,S32.56.5381,W169.14.0972,A,5492.6,M,A
$SDODC,3:00:11,S32.56.4952,W169.14.0371,A,5492.7,M,A
$SDODC,3:00:31,S32.56.4521,W169.13.9766,A,5498.2,M,A
$SDODC,3:00:51,S32.56.4092,W169.13.9158,A,5502.5,M,A
$SDODC,3:01:11,S32.56.3658,W169.13.8558,A,5506.4,M,A
$SDODC,3:01:31,S32.56.3217,W169.13.7966,A,5507.1,M,A
$SDODC,3:01:51,S32.56.2776,W169.13.7379,A,5506.3,M,A
$SDODC,3:02:11,S32.56.2339,W169.13.6781,A,5512.9,M,A
$SDODC,3:02:31,S32.56.1909,W169.13.6177,A,5505.3,M,A
$SDODC,3:02:51,S32.56.1490,W169.13.5572,A,5502.5,M,A
$SDODC,3:03:11,S32.56.1072,W169.13.4981,A,5498.4,M,A
$SDODC,3:03:31,S32.56.0661,W169.13.4399,A,5503.3,M,A
$SDODC,3:03:51,S32.56.0239,W169.13.3820,A,5503.4,M,A
$SDODC,3:04:11,S32.55.9816,W169.13.3236,A,5426.6,M,A
$SDODC,3:04:31,S32.55.9389,W169.13.2650,A,5426.6,M,A
$SDODC,3:04:51,S32.55.8964,W169.13.2054,A,5426.6,M,A
$SDODC,3:05:11,S32.55.8540,W169.13.1452,A,5388.5,M,A
$SDODC,3:05:31,S32.55.8111,W169.13.0849,A,5377.7,M,A
$SDODC,3:05:51,S32.55.7686,W169.13.0251,A,5367.2,M,A
$SDODC,3:06:11,S32.55.7253,W169.12.9652,A,5382.9,M,A
$SDODC,3:06:31,S32.55.6822,W169.12.9050,A,5349.6,M,A
$SDODC,3:06:51,S32.55.6382,W169.12.8450,A,5340.3,M,A
$SDODC,3:07:11,S32.55.5940,W169.12.7852,A,5333.7,M,A
$SDODC,3:07:31,S32.55.5495,W169.12.7257,A,5325.8,M,A
$SDODC,3:07:51,S32.55.5059,W169.12.6650,A,5320.1,M,A
$SDODC,3:08:11,S32.55.4629,W169.12.6032,A,5314.7,M,A
$SDODC,3:08:31,S32.55.4198,W169.12.5412,A,5309.3,M,A
$SDODC,3:08:51,S32.55.3763,W169.12.4792,A,5303.9,M,A
$SDODC,3:09:11,S32.55.3331,W169.12.4172,A,5300.8,M,A
$SDODC,3:09:31,S32.55.2900,W169.12.3556,A,5296.9,M,A
$SDODC,3:09:51,S32.55.2465,W169.12.2947,A,5292.7,M,A
$SDODC,3:10:11,S32.55.2029,W169.12.2339,A,5289.8,M,A
$SDODC,3:10:31,S32.55.1591,W169.12.1732,A,5285.7,M,A
$SDODC,3:10:51,S32.55.1151,W169.12.1128,A,5283.1,M,A
$SDODC,3:11:11,S32.55.0709,W169.12.0523,A,5280.9,M,A
$SDODC,3:11:31,S32.55.0269,W169.11.9917,A,5278.9,M,A
$SDODC,3:11:51,S32.54.9834,W169.11.9303,A,5289.1,M,A
$SDODC,3:12:11,S32.54.9401,W169.11.8690,A,5277.3,M,A
$SDODC,3:12:31,S32.54.8969,W169.11.8080,A,5278.3,M,A
$SDODC,3:12:51,S32.54.8542,W169.11.7482,A,5279.1,M,A
$SDODC,3:13:11,S32.54.8118,W169.11.6892,A,5282.3,M,A
$SDODC,3:13:31,S32.54.7694,W169.11.6305,A,5278.6,M,A
$SDODC,3:13:51,S32.54.7269,W169.11.5710,A,5292,M,A
$SDODC,3:14:11,S32.54.6847,W169.11.5109,A,5292,M,A
$SDODC,3:14:31,S32.54.6425,W169.11.4506,A,5302.8,M,A
$SDODC,3:14:51,S32.54.6002,W169.11.3903,A,5302.8,M,A
$SDODC,3:15:11,S32.54.5572,W169.11.3306,A,5314.4,M,A
$SDODC,3:15:31,S32.54.5137,W169.11.2707,A,5322.3,M,A
$SDODC,3:15:51,S32.54.4696,W169.11.2106,A,5315.9,M,A
$SDODC,3:16:11,S32.54.4257,W169.11.1501,A,5339.3,M,A
$SDODC,3:16:31,S32.54.3814,W169.11.0894,A,5347.4,M,A
$SDODC,3:16:51,S32.54.3372,W169.11.0286,A,5340.8,M,A
$SDODC,3:17:11,S32.54.2932,W169.10.9676,A,5340.8,M,A
$SDODC,3:17:31,S32.54.2496,W169.10.9061,A,5340.9,M,A
$SDODC,3:17:51,S32.54.2061,W169.10.8449,A,5341,M,A
$SDODC,3:18:11,S32.54.1631,W169.10.7837,A,5341,M,A
$SDODC,3:18:31,S32.54.1200,W169.10.7223,A,5408.5,M,A
$SDODC,3:18:51,S32.54.0765,W169.10.6613,A,5416,M,A
$SDODC,3:19:11,S32.54.0328,W169.10.6010,A,5414.7,M,A
$SDODC,3:19:31,S32.53.9891,W169.10.5407,A,5410.8,M,A
$SDODC,3:19:51,S32.53.9453,W169.10.4804,A,5410.9,M,A
$SDODC,3:20:11,S32.53.9015,W169.10.4204,A,5411,M,A
$SDODC,3:20:31,S32.53.8572,W169.10.3610,A,5411.1,M,A
$SDODC,3:20:51,S32.53.8122,W169.10.3016,A,5411.1,M,A
$SDODC,3:21:11,S32.53.7675,W169.10.2416,A,5411.2,M,A
$SDODC,3:21:31,S32.53.7229,W169.10.1809,A,5411.2,M,A
$SDODC,3:21:51,S32.53.6793,W169.10.1190,A,5451.1,M,A
$SDODC,3:22:11,S32.53.6367,W169.10.0569,A,5460,M,A
$SDODC,3:22:31,S32.53.5945,W169.09.9959,A,5460.6,M,A
$SDODC,3:22:51,S32.53.5521,W169.09.9370,A,5459.3,M,A
$SDODC,3:23:11,S32.53.5092,W169.09.8783,A,5460.6,M,A
$SDODC,3:23:31,S32.53.4658,W169.09.8196,A,5455.5,M,A
$SDODC,3:23:51,S32.53.4219,W169.09.7608,A,5456.2,M,A
$SDODC,3:24:11,S32.53.3785,W169.09.7016,A,5456,M,A
$SDODC,3:24:31,S32.53.3350,W169.09.6424,A,5452.3,M,A
$SDODC,3:24:51,S32.53.2916,W169.09.5833,A,5447.2,M,A
$SDODC,3:25:11,S32.53.2488,W169.09.5239,A,5438.3,M,A
$SDODC,3:25:31,S32.53.2059,W169.09.4639,A,5429.4,M,A
$SDODC,3:25:51,S32.53.1630,W169.09.4033,A,5424.6,M,A
$SDODC,3:26:11,S32.53.1198,W169.09.3431,A,5418.3,M,A
$SDODC,3:26:31,S32.53.0766,W169.09.2823,A,5437.5,M,A
$SDODC,3:26:51,S32.53.0331,W169.09.2220,A,5436.8,M,A
$SDODC,3:27:11,S32.52.9893,W169.09.1616,A,5406.8,M,A
$SDODC,3:27:31,S32.52.9454,W169.09.1014,A,5406.8,M,A
$SDODC,3:27:51,S32.52.9011,W169.09.0416,A,5406.8,M,A
$SDODC,3:28:11,S32.52.8569,W169.08.9812,A,5406.8,M,A
$SDODC,3:28:31,S32.52.8124,W169.08.9207,A,5406.8,M,A
$SDODC,3:28:51,S32.52.7687,W169.08.8596,A,5406.8,M,A
$SDODC,3:29:11,S32.52.7252,W169.08.7980,A,5425.9,M,A
$SDODC,3:29:31,S32.52.6816,W169.08.7363,A,5425.9,M,A
$SDODC,3:29:51,S32.52.6384,W169.08.6747,A,5430.1,M,A
$SDODC,3:30:11,S32.52.5939,W169.08.6140,A,5430.1,M,A
$SDODC,3:30:31,S32.52.5488,W169.08.5541,A,5430.1,M,A
$SDODC,3:30:51,S32.52.5043,W169.08.4934,A,5430.1,M,A
$SDODC,3:31:11,S32.52.4596,W169.08.4327,A,5430.1,M,A
$SDODC,3:31:31,S32.52.4156,W169.08.3715,A,5430.1,M,A
$SDODC,3:31:51,S32.52.3714,W169.08.3097,A,5468.7,M,A
$SDODC,3:32:11,S32.52.3265,W169.08.2489,A,5477.4,M,A
$SDODC,3:32:31,S32.52.2806,W169.08.1886,A,5480.4,M,A
$SDODC,3:32:51,S32.52.2342,W169.08.1292,A,5489.7,M,A
$SDODC,3:33:11,S32.52.1877,W169.08.0698,A,5475.6,M,A
$SDODC,3:33:31,S32.52.1414,W169.08.0103,A,5493,M,A
$SDODC,3:33:51,S32.52.0966,W169.07.9494,A,5499,M,A
$SDODC,3:34:11,S32.52.0525,W169.07.8877,A,5494.1,M,A
$SDODC,3:34:31,S32.52.0089,W169.07.8253,A,5507.2,M,A
$SDODC,3:34:51,S32.51.9650,W169.07.7629,A,5507.2,M,A
$SDODC,3:35:11,S32.51.9201,W169.07.7007,A,5507.2,M,A
$SDODC,3:35:31,S32.51.8742,W169.07.6394,A,5513.7,M,A
$SDODC,3:35:51,S32.51.8285,W169.07.5780,A,5513.7,M,A
$SDODC,3:36:11,S32.51.7828,W169.07.5170,A,5513.9,M,A
$SDODC,3:36:31,S32.51.7380,W169.07.4557,A,5514.8,M,A
$SDODC,3:36:51,S32.51.6941,W169.07.3940,A,5517.3,M,A
$SDODC,3:37:11,S32.51.6499,W169.07.3327,A,5512.7,M,A
$SDODC,3:37:31,S32.51.6058,W169.07.2711,A,5515.7,M,A
$SDODC,3:37:51,S32.51.5616,W169.07.2091,A,5512.6,M,A
$SDODC,3:38:11,S32.51.5172,W169.07.1475,A,5510,M,A
$SDODC,3:38:31,S32.51.4730,W169.07.0861,A,5510,M,A
$SDODC,3:38:51,S32.51.4295,W169.07.0249,A,5505.4,M,A
$SDODC,3:39:11,S32.51.3864,W169.06.9643,A,5499.2,M,A
$SDODC,3:39:31,S32.51.3437,W169.06.9034,A,5499.8,M,A
$SDODC,3:39:51,S32.51.3008,W169.06.8429,A,5496.5,M,A
$SDODC,3:40:11,S32.51.2586,W169.06.7821,A,5504.9,M,A
$SDODC,3:40:31,S32.51.2159,W169.06.7213,A,5492.4,M,A
$SDODC,3:40:51,S32.51.1736,W169.06.6600,A,5491.6,M,A
$SDODC,3:41:11,S32.51.1304,W169.06.5990,A,5492.2,M,A
$SDODC,3:41:31,S32.51.0862,W169.06.5385,A,5492.2,M,A
$SDODC,3:41:51,S32.51.0423,W169.06.4781,A,5492.2,M,A
$SDODC,3:42:11,S32.50.9979,W169.06.4179,A,5489.5,M,A
$SDODC,3:42:31,S32.50.9535,W169.06.3580,A,5493.6,M,A
$SDODC,3:42:51,S32.50.9095,W169.06.2977,A,5490.3,M,A
$SDODC,3:43:11,S32.50.8656,W169.06.2373,A,5490.3,M,A
$SDODC,3:43:31,S32.50.8218,W169.06.1765,A,5493.1,M,A
$SDODC,3:43:51,S32.50.7783,W169.06.1153,A,5493.1,M,A
$SDODC,3:44:11,S32.50.7343,W169.06.0540,A,5499.5,M,A
$SDODC,3:44:31,S32.50.6902,W169.05.9938,A,5497.1,M,A
$SDODC,3:44:51,S32.50.6457,W169.05.9349,A,5503.2,M,A
$SDODC,3:45:11,S32.50.6008,W169.05.8761,A,5497.7,M,A
$SDODC,3:45:31,S32.50.5564,W169.05.8162,A,5497.4,M,A
$SDODC,3:45:51,S32.50.5117,W169.05.7557,A,5499,M,A
$SDODC,3:46:11,S32.50.4675,W169.05.6943,A,5462.8,M,A
$SDODC,3:46:31,S32.50.4242,W169.05.6336,A,5453,M,A
$SDODC,3:46:51,S32.50.3814,W169.05.5734,A,5461,M,A
$SDODC,3:47:11,S32.50.3375,W169.05.5138,A,5460.9,M,A
$SDODC,3:47:31,S32.50.2930,W169.05.4541,A,5460.8,M,A
$SDODC,3:47:51,S32.50.2477,W169.05.3944,A,5418.9,M,A
$SDODC,3:48:11,S32.50.2027,W169.05.3349,A,5418.9,M,A
$SDODC,3:48:31,S32.50.1581,W169.05.2748,A,5410.5,M,A
$SDODC,3:48:51,S32.50.1146,W169.05.2145,A,5406.8,M,A
$SDODC,3:49:11,S32.50.0704,W169.05.1528,A,5409.8,M,A
$SDODC,3:49:31,S32.50.0266,W169.05.0912,A,5405.6,M,A
$SDODC,3:49:51,S32.49.9826,W169.05.0299,A,5404.9,M,A
$SDODC,3:50:11,S32.49.9383,W169.04.9688,A,5407.4,M,A
$SDODC,3:50:31,S32.49.8943,W169.04.9075,A,5408.4,M,A
$SDODC,3:50:51,S32.49.8505,W169.04.8461,A,5409.8,M,A
$SDODC,3:51:11,S32.49.8062,W169.04.7848,A,5411.2,M,A
$SDODC,3:51:31,S32.49.7617,W169.04.7239,A,5412.6,M,A
$SDODC,3:51:51,S32.49.7172,W169.04.6631,A,5406.2,M,A
$SDODC,3:52:11,S32.49.6726,W169.04.6024,A,5404.3,M,A
$SDODC,3:52:31,S32.49.6281,W169.04.5415,A,5388,M,A
$SDODC,3:52:51,S32.49.5843,W169.04.4801,A,5382.1,M,A
$SDODC,3:53:11,S32.49.5407,W169.04.4181,A,5399.9,M,A
$SDODC,3:53:31,S32.49.4972,W169.04.3560,A,5399.5,M,A
$SDODC,3:53:51,S32.49.4533,W169.04.2941,A,5399.2,M,A
$SDODC,3:54:11,S32.49.4093,W169.04.2327,A,5399,M,A
$SDODC,3:54:31,S32.49.3645,W169.04.1725,A,5398.8,M,A
$SDODC,3:54:51,S32.49.3195,W169.04.1130,A,5398.7,M,A
$SDODC,3:55:11,S32.49.2744,W169.04.0529,A,5348.7,M,A
$SDODC,3:55:31,S32.49.2294,W169.03.9922,A,5348.7,M,A
$SDODC,3:55:51,S32.49.1848,W169.03.9311,A,5358.9,M,A
$SDODC,3:56:11,S32.49.1405,W169.03.8695,A,5367.1,M,A
$SDODC,3:56:31,S32.49.0967,W169.03.8074,A,5360.4,M,A
$SDODC,3:56:51,S32.49.0537,W169.03.7448,A,5360.4,M,A
$SDODC,3:57:11,S32.49.0101,W169.03.6829,A,5360.5,M,A
$SDODC,3:57:31,S32.48.9664,W169.03.6217,A,5405.1,M,A
$SDODC,3:57:51,S32.48.9218,W169.03.5616,A,5416.4,M,A
$SDODC,3:58:11,S32.48.8771,W169.03.5017,A,5439,M,A
$SDODC,3:58:31,S32.48.8320,W169.03.4427,A,5442,M,A
$SDODC,3:58:51,S32.48.7876,W169.03.3844,A,5443.2,M,A
$SDODC,3:59:11,S32.48.7435,W169.03.3266,A,5445.4,M,A
$SDODC,3:59:31,S32.48.7001,W169.03.2684,A,5442,M,A
$SDODC,3:59:51,S32.48.6575,W169.03.2088,A,5438.7,M,A
$SDODC,4:00:11,S32.48.6155,W169.03.1479,A,5433.9,M,A
$SDODC,4:00:31,S32.48.5734,W169.03.0862,A,5434.5,M,A
$SDODC,4:00:51,S32.48.5310,W169.03.0247,A,5435,M,A
$SDODC,4:01:11,S32.48.4880,W169.02.9634,A,5435.4,M,A
$SDODC,4:01:31,S32.48.4448,W169.02.9019,A,5435.7,M,A
$SDODC,4:01:51,S32.48.4008,W169.02.8412,A,5435.9,M,A
$SDODC,4:02:11,S32.48.3564,W169.02.7810,A,5436,M,A
$SDODC,4:02:31,S32.48.3120,W169.02.7203,A,5462.4,M,A
$SDODC,4:02:51,S32.48.2673,W169.02.6594,A,5462.4,M,A
$SDODC,4:03:11,S32.48.2223,W169.02.5988,A,5462.4,M,A
$SDODC,4:03:31,S32.48.1778,W169.02.5384,A,5473.7,M,A
$SDODC,4:03:51,S32.48.1337,W169.02.4782,A,5473.7,M,A
$SDODC,4:04:11,S32.48.0900,W169.02.4173,A,5479.7,M,A
$SDODC,4:04:31,S32.48.0466,W169.02.3561,A,5479.6,M,A
$SDODC,4:04:51,S32.48.0026,W169.02.2951,A,5477.1,M,A
$SDODC,4:05:11,S32.47.9583,W169.02.2338,A,5472.6,M,A
$SDODC,4:05:31,S32.47.9142,W169.02.1721,A,5477.9,M,A
$SDODC,4:05:51,S32.47.8702,W169.02.1103,A,5477.9,M,A
$SDODC,4:06:11,S32.47.8259,W169.02.0487,A,5467.2,M,A
$SDODC,4:06:31,S32.47.7815,W169.01.9872,A,5467.2,M,A
$SDODC,4:06:51,S32.47.7374,W169.01.9251,A,5467.2,M,A
$SDODC,4:07:11,S32.47.6931,W169.01.8631,A,5467.2,M,A
$SDODC,4:07:31,S32.47.6487,W169.01.8010,A,5467.2,M,A
$SDODC,4:07:51,S32.47.6043,W169.01.7392,A,5470.2,M,A
$SDODC,4:08:11,S32.47.5596,W169.01.6779,A,5470.2,M,A
$SDODC,4:08:31,S32.47.5145,W169.01.6174,A,5480.5,M,A
$SDODC,4:08:51,S32.47.4695,W169.01.5567,A,5480.5,M,A
$SDODC,4:09:11,S32.47.4251,W169.01.4955,A,5480.5,M,A
$SDODC,4:09:31,S32.47.3804,W169.01.4348,A,5495,M,A
$SDODC,4:09:51,S32.47.3355,W169.01.3742,A,5495.2,M,A
$SDODC,4:10:11,S32.47.2912,W169.01.3134,A,5491.1,M,A
$SDODC,4:10:31,S32.47.2470,W169.01.2532,A,5494.3,M,A
$SDODC,4:10:51,S32.47.2034,W169.01.1929,A,5489.1,M,A
$SDODC,4:11:11,S32.47.1601,W169.01.1327,A,5485.7,M,A
$SDODC,4:11:31,S32.47.1170,W169.01.0728,A,5488.5,M,A
$SDODC,4:11:51,S32.47.0732,W169.01.0128,A,5481,M,A
$SDODC,4:12:11,S32.47.0292,W169.00.9530,A,5481,M,A
$SDODC,4:12:31,S32.46.9848,W169.00.8934,A,5476,M,A
$SDODC,4:12:51,S32.46.9402,W169.00.8343,A,5468.6,M,A
$SDODC,4:13:11,S32.46.8962,W169.00.7743,A,5474.6,M,A
$SDODC,4:13:31,S32.46.8527,W169.00.7145,A,5474.5,M,A
$SDODC,4:13:51,S32.46.8096,W169.00.6547,A,5474.5,M,A
$SDODC,4:14:11,S32.46.7672,W169.00.5954,A,5373.5,M,A
$SDODC,4:14:31,S32.46.7245,W169.00.5367,A,5373.5,M,A
$SDODC,4:14:51,S32.46.6816,W169.00.4788,A,5373.5,M,A
$SDODC,4:15:11,S32.46.6382,W169.00.4207,A,5373.5,M,A
$SDODC,4:15:31,S32.46.5949,W169.00.3619,A,5366,M,A
$SDODC,4:15:51,S32.46.5510,W169.00.3024,A,5366,M,A
$SDODC,4:16:11,S32.46.5071,W169.00.2426,A,5366,M,A
$SDODC,4:16:31,S32.46.4627,W169.00.1831,A,5349.8,M,A
$SDODC,4:16:51,S32.46.4181,W169.00.1239,A,5346.1,M,A
$SDODC,4:17:11,S32.46.3736,W169.00.0641,A,5339.9,M,A
$SDODC,4:17:31,S32.46.3301,W169.00.0036,A,5334,M,A
$SDODC,4:17:51,S32.46.2866,W168.59.9422,A,5328.5,M,A
$SDODC,4:18:11,S32.46.2433,W168.59.8810,A,5322.3,M,A
$SDODC,4:18:31,S32.46.1995,W168.59.8210,A,5337.7,M,A
$SDODC,4:18:51,S32.46.1557,W168.59.7616,A,5310.2,M,A
$SDODC,4:19:11,S32.46.1111,W168.59.7033,A,5306.5,M,A
$SDODC,4:19:31,S32.46.0668,W168.59.6451,A,5302.5,M,A
$SDODC,4:19:51,S32.46.0231,W168.59.5864,A,5299.3,M,A
$SDODC,4:20:11,S32.45.9800,W168.59.5270,A,5298.3,M,A
$SDODC,4:20:31,S32.45.9378,W168.59.4666,A,5295.9,M,A
$SDODC,4:20:51,S32.45.8965,W168.59.4050,A,5294.3,M,A
$SDODC,4:21:11,S32.45.8544,W168.59.3437,A,5294.8,M,A
$SDODC,4:21:31,S32.45.8121,W168.59.2831,A,5294.6,M,A
$SDODC,4:21:51,S32.45.7689,W168.59.2242,A,5294.8,M,A
$SDODC,4:22:11,S32.45.7251,W168.59.1670,A,5294.3,M,A
$SDODC,4:22:31,S32.45.6804,W168.59.1110,A,5295.9,M,A
$SDODC,4:22:51,S32.45.6364,W168.59.0551,A,5296,M,A
$SDODC,4:23:11,S32.45.5930,W168.58.9985,A,5296,M,A
$SDODC,4:23:31,S32.45.5509,W168.58.9403,A,5299.7,M,A
$SDODC,4:23:51,S32.45.5097,W168.58.8810,A,5302.5,M,A
$SDODC,4:24:11,S32.45.4688,W168.58.8214,A,5304,M,A
$SDODC,4:24:31,S32.45.4280,W168.58.7617,A,5318,M,A
$SDODC,4:24:51,S32.45.3864,W168.58.7021,A,5312.4,M,A
$SDODC,4:25:11,S32.45.3438,W168.58.6429,A,5316.9,M,A
$SDODC,4:25:31,S32.45.3004,W168.58.5845,A,5321.4,M,A
$SDODC,4:25:51,S32.45.2571,W168.58.5266,A,5315.4,M,A
$SDODC,4:26:11,S32.45.2143,W168.58.4692,A,5333.9,M,A
$SDODC,4:26:31,S32.45.1719,W168.58.4112,A,5340.8,M,A
$SDODC,4:26:51,S32.45.1304,W168.58.3530,A,5365.3,M,A
$SDODC,4:27:11,S32.45.0893,W168.58.2945,A,5330,M,A
$SDODC,4:27:31,S32.45.0487,W168.58.2352,A,5367.6,M,A
$SDODC,4:27:51,S32.45.0077,W168.58.1759,A,5369.2,M,A
$SDODC,4:28:11,S32.44.9660,W168.58.1173,A,5370.9,M,A
$SDODC,4:28:31,S32.44.9236,W168.58.0596,A,5372.6,M,A
$SDODC,4:28:51,S32.44.8807,W168.58.0025,A,5369.3,M,A
$SDODC,4:29:11,S32.44.8366,W168.57.9453,A,5369.3,M,A
$SDODC,4:29:31,S32.44.7928,W168.57.8884,A,5383.6,M,A
$SDODC,4:29:51,S32.44.7495,W168.57.8313,A,5388.3,M,A
$SDODC,4:30:11,S32.44.7066,W168.57.7737,A,5392.8,M,A
$SDODC,4:30:31,S32.44.6633,W168.57.7157,A,5397.5,M,A
$SDODC,4:30:51,S32.44.6206,W168.57.6573,A,5401.6,M,A
$SDODC,4:31:11,S32.44.5777,W168.57.5990,A,5406,M,A
$SDODC,4:31:31,S32.44.5344,W168.57.5404,A,5406.8,M,A
$SDODC,4:31:51,S32.44.4909,W168.57.4821,A,5408.4,M,A
$SDODC,4:32:11,S32.44.4474,W168.57.4240,A,5399.3,M,A
$SDODC,4:32:31,S32.44.4030,W168.57.3662,A,5399.8,M,A
$SDODC,4:32:51,S32.44.3585,W168.57.3082,A,5406,M,A
$SDODC,4:33:11,S32.44.3139,W168.57.2503,A,5433,M,A
$SDODC,4:33:31,S32.44.2689,W168.57.1926,A,5410.9,M,A
$SDODC,4:33:51,S32.44.2241,W168.57.1350,A,5411.2,M,A
$SDODC,4:34:11,S32.44.1795,W168.57.0774,A,5411.5,M,A
$SDODC,4:34:31,S32.44.1351,W168.57.0195,A,5411.6,M,A
$SDODC,4:34:51,S32.44.0911,W168.56.9614,A,5519.3,M,A
$SDODC,4:35:11,S32.44.0472,W168.56.9035,A,5519.3,M,A
$SDODC,4:35:31,S32.44.0035,W168.56.8463,A,5514.7,M,A
$SDODC,4:35:51,S32.43.9601,W168.56.7893,A,5508.1,M,A
$SDODC,4:36:11,S32.43.9165,W168.56.7322,A,5516.5,M,A
$SDODC,4:36:31,S32.43.8731,W168.56.6752,A,5516.4,M,A
$SDODC,4:36:51,S32.43.8295,W168.56.6183,A,5516.3,M,A
$SDODC,4:37:11,S32.43.7860,W168.56.5606,A,5516.2,M,A
$SDODC,4:37:31,S32.43.7432,W168.56.5021,A,5516.1,M,A
$SDODC,4:37:51,S32.43.7003,W168.56.4439,A,5516.1,M,A
$SDODC,4:38:11,S32.43.6573,W168.56.3860,A,5516,M,A
$SDODC,4:38:31,S32.43.6138,W168.56.3289,A,5516,M,A
$SDODC,4:38:51,S32.43.5703,W168.56.2732,A,5398.6,M,A
$SDODC,4:39:11,S32.43.5269,W168.56.2175,A,5398.6,M,A
$SDODC,4:39:31,S32.43.4836,W168.56.1613,A,5398.6,M,A
$SDODC,4:39:51,S32.43.4406,W168.56.1039,A,5400.9,M,A
$SDODC,4:40:11,S32.43.3977,W168.56.0462,A,5400.9,M,A
$SDODC,4:40:31,S32.43.3547,W168.55.9885,A,5400.9,M,A
$SDODC,4:40:51,S32.43.3114,W168.55.9311,A,5400.9,M,A
$SDODC,4:41:11,S32.43.2683,W168.55.8732,A,5400.9,M,A
