,time,latitude,longitude,,water_depth,,
$SDODC,0:38:57,S42.23.4535,E177.02.8532,A,2669,M,A
$SDODC,0:39:07,S42.23.4315,E177.02.8859,A,2669,M,A
$SDODC,0:39:17,S42.23.4089,E177.02.9194,A,2669,M,A
$SDODC,0:39:27,S42.23.3868,E177.02.9524,A,2670.9,M,A
$SDODC,0:39:37,S42.23.3645,E177.02.9864,A,2670.9,M,A
$SDODC,0:39:47,S42.23.3424,E177.03.0197,A,2670.9,M,A
$SDODC,0:39:57,S42.23.3200,E177.03.0538,A,2670.9,M,A
$SDODC,0:40:07,S42.23.2981,E177.03.0872,A,2670.9,M,A
$SDODC,0:40:17,S42.23.2756,E177.03.1210,A,2670.9,M,A
$SDODC,0:40:27,S42.23.2535,E177.03.1540,A,2670.9,M,A
$SDODC,0:40:37,S42.23.2307,E177.03.1877,A,2670.9,M,A
$SDODC,0:40:47,S42.23.2087,E177.03.2206,A,2665.9,M,A
$SDODC,0:40:57,S42.23.1857,E177.03.2541,A,2665.9,M,A
$SDODC,0:41:07,S42.23.1634,E177.03.2867,A,2665.9,M,A
$SDODC,0:41:17,S42.23.1407,E177.03.3202,A,2665.9,M,A
$SDODC,0:41:27,S42.23.1184,E177.03.3529,A,2665.9,M,A
$SDODC,0:41:37,S42.23.0959,E177.03.3862,A,2665.9,M,A
$SDODC,0:41:47,S42.23.0736,E177.03.4193,A,2665.9,M,A
$SDODC,0:41:57,S42.23.0509,E177.03.4521,A,2665.9,M,A
$SDODC,0:42:07,S42.23.0284,E177.03.4850,A,2665.9,M,A
$SDODC,0:42:17,S42.23.0060,E177.03.5181,A,2665,M,A
$SDODC,0:42:27,S42.22.9834,E177.03.5508,A,2665,M,A
$SDODC,0:42:37,S42.22.9608,E177.03.5836,A,2665,M,A
$SDODC,0:42:47,S42.22.9383,E177.03.6169,A,2665,M,A
$SDODC,0:42:57,S42.22.9158,E177.03.6496,A,2665,M,A
$SDODC,0:43:07,S42.22.8929,E177.03.6826,A,2665,M,A
$SDODC,0:43:17,S42.22.8702,E177.03.7150,A,2665,M,A
$SDODC,0:43:27,S42.22.8472,E177.03.7475,A,2665,M,A
$SDODC,0:43:37,S42.22.8243,E177.03.7795,A,2665,M,A
$SDODC,0:43:47,S42.22.8008,E177.03.8116,A,2665,M,A
$SDODC,0:43:57,S42.22.7775,E177.03.8432,A,2665,M,A
$SDODC,0:44:07,S42.22.7542,E177.03.8754,A,2665,M,A
$SDODC,0:44:17,S42.22.7311,E177.03.9077,A,0,M,V
$SDODC,0:44:27,S42.22.7082,E177.03.9404,A,0,M,V
$SDODC,0:44:37,S42.22.6856,E177.03.9737,A,0,M,V
$SDODC,0:44:47,S42.22.6632,E177.04.0071,A,0,M,V
$SDODC,0:44:57,S42.22.6408,E177.04.0407,A,0,M,V
$SDODC,0:45:07,S42.22.6189,E177.04.0749,A,0,M,V
$SDODC,0:45:17,S42.22.5971,E177.04.1089,A,0,M,V
$SDODC,0:45:27,S42.22.5750,E177.04.1430,A,0,M,V
$SDODC,0:45:37,S42.22.5531,E177.04.1769,A,0,M,V
$SDODC,0:45:47,S42.22.5308,E177.04.2106,A,0,M,V
$SDODC,0:45:57,S42.22.5083,E177.04.2439,A,0,M,V
$SDODC,0:46:07,S42.22.4859,E177.04.2777,A,0,M,V
$SDODC,0:46:17,S42.22.4638,E177.04.3110,A,0,M,V
$SDODC,0:46:27,S42.22.4411,E177.04.3449,A,0,M,V
$SDODC,0:46:37,S42.22.4193,E177.04.3785,A,0,M,V
$SDODC,0:46:47,S42.22.3970,E177.04.4127,A,0,M,V
$SDODC,0:46:57,S42.22.3750,E177.04.4463,A,0,M,V
$SDODC,0:47:07,S42.22.3528,E177.04.4800,A,0,M,V
$SDODC,0:47:17,S42.22.3307,E177.04.5136,A,0,M,V
$SDODC,0:47:27,S42.22.3085,E177.04.5467,A,0,M,V
$SDODC,0:47:37,S42.22.2860,E177.04.5800,A,0,M,V
$SDODC,0:47:47,S42.22.2637,E177.04.6129,A,0,M,V
$SDODC,0:47:57,S42.22.2411,E177.04.6464,A,0,M,V
$SDODC,0:48:07,S42.22.2187,E177.04.6796,A,0,M,V
$SDODC,0:48:17,S42.22.1964,E177.04.7132,A,0,M,V
$SDODC,0:48:27,S42.22.1737,E177.04.7465,A,0,M,V
$SDODC,0:48:37,S42.22.1512,E177.04.7794,A,0,M,V
$SDODC,0:48:47,S42.22.1286,E177.04.8126,A,0,M,V
$SDODC,0:48:57,S42.22.1058,E177.04.8452,A,0,M,V
$SDODC,0:49:07,S42.22.0830,E177.04.8780,A,0,M,V
$SDODC,0:49:17,S42.22.0603,E177.04.9111,A,0,M,V
$SDODC,0:49:27,S42.22.0380,E177.04.9443,A,0,M,V
$SDODC,0:49:37,S42.22.0149,E177.04.9774,A,0,M,V
$SDODC,0:49:47,S42.21.9926,E177.05.0105,A,0,M,V
$SDODC,0:49:57,S42.21.9700,E177.05.0440,A,0,M,V
$SDODC,0:50:07,S42.21.9473,E177.05.0769,A,0,M,V
$SDODC,0:50:17,S42.21.9250,E177.05.1109,A,0,M,V
$SDODC,0:50:27,S42.21.9027,E177.05.1444,A,0,M,V
$SDODC,0:50:37,S42.21.8804,E177.05.1782,A,0,M,V
$SDODC,0:50:47,S42.21.8584,E177.05.2122,A,0,M,V
$SDODC,0:50:57,S42.21.8358,E177.05.2457,A,0,M,V
$SDODC,0:51:07,S42.21.8136,E177.05.2792,A,0,M,V
$SDODC,0:51:17,S42.21.7912,E177.05.3128,A,0,M,V
$SDODC,0:51:27,S42.21.7688,E177.05.3459,A,0,M,V
$SDODC,0:51:37,S42.21.7461,E177.05.3794,A,0,M,V
$SDODC,0:51:47,S42.21.7236,E177.05.4123,A,0,M,V
$SDODC,0:51:57,S42.21.7009,E177.05.4455,A,0,M,V
$SDODC,0:52:07,S42.21.6784,E177.05.4786,A,0,M,V
$SDODC,0:52:17,S42.21.6555,E177.05.5115,A,0,M,V
$SDODC,0:52:27,S42.21.6327,E177.05.5444,A,0,M,V
$SDODC,0:52:37,S42.21.6100,E177.05.5776,A,0,M,V
$SDODC,0:52:47,S42.21.5874,E177.05.6105,A,0,M,V
$SDODC,0:52:57,S42.21.5645,E177.05.6436,A,0,M,V
$SDODC,0:53:07,S42.21.5420,E177.05.6769,A,0,M,V
$SDODC,0:53:17,S42.21.5196,E177.05.7105,A,0,M,V
$SDODC,0:53:27,S42.21.4973,E177.05.7441,A,0,M,V
$SDODC,0:53:37,S42.21.4751,E177.05.7780,A,0,M,V
$SDODC,0:53:47,S42.21.4530,E177.05.8117,A,0,M,V
$SDODC,0:53:57,S42.21.4307,E177.05.8455,A,0,M,V
$SDODC,0:54:07,S42.21.4085,E177.05.8792,A,0,M,V
$SDODC,0:54:17,S42.21.3861,E177.05.9126,A,0,M,V
$SDODC,0:54:27,S42.21.3636,E177.05.9457,A,0,M,V
$SDODC,0:54:37,S42.21.3409,E177.05.9787,A,0,M,V
$SDODC,0:54:47,S42.21.3183,E177.06.0116,A,0,M,V
$SDODC,0:54:57,S42.21.2954,E177.06.0440,A,0,M,V
$SDODC,0:55:07,S42.21.2724,E177.06.0766,A,0,M,V
$SDODC,0:55:17,S42.21.2497,E177.06.1089,A,0,M,V
$SDODC,0:55:27,S42.21.2270,E177.06.1417,A,0,M,V
$SDODC,0:55:37,S42.21.2046,E177.06.1742,A,0,M,V
$SDODC,0:55:47,S42.21.1819,E177.06.2069,A,0,M,V
$SDODC,0:55:57,S42.21.1595,E177.06.2394,A,0,M,V
$SDODC,0:56:07,S42.21.1369,E177.06.2722,A,0,M,V
$SDODC,0:56:17,S42.21.1144,E177.06.3047,A,0,M,V
$SDODC,0:56:27,S42.21.0917,E177.06.3378,A,0,M,V
$SDODC,0:56:37,S42.21.0696,E177.06.3705,A,0,M,V
$SDODC,0:56:47,S42.21.0469,E177.06.4040,A,0,M,V
$SDODC,0:56:57,S42.21.0249,E177.06.4368,A,0,M,V
$SDODC,0:57:07,S42.21.0024,E177.06.4704,A,0,M,V
$SDODC,0:57:17,S42.20.9809,E177.06.5036,A,0,M,V
$SDODC,0:57:27,S42.20.9585,E177.06.5375,A,0,M,V
$SDODC,0:57:37,S42.20.9367,E177.06.5702,A,0,M,V
$SDODC,0:57:47,S42.20.9142,E177.06.6037,A,0,M,V
$SDODC,0:57:57,S42.20.8922,E177.06.6364,A,0,M,V
$SDODC,0:58:07,S42.20.8697,E177.06.6694,A,0,M,V
$SDODC,0:58:17,S42.20.8472,E177.06.7018,A,0,M,V
$SDODC,0:58:27,S42.20.8243,E177.06.7341,A,0,M,V
$SDODC,0:58:37,S42.20.8016,E177.06.7665,A,0,M,V
$SDODC,0:58:47,S42.20.7789,E177.06.7990,A,0,M,V
$SDODC,0:58:57,S42.20.7564,E177.06.8316,A,0,M,V
$SDODC,0:59:07,S42.20.7337,E177.06.8642,A,0,M,V
$SDODC,0:59:17,S42.20.7112,E177.06.8970,A,0,M,V
$SDODC,0:59:27,S42.20.6888,E177.06.9299,A,0,M,V
$SDODC,0:59:37,S42.20.6660,E177.06.9629,A,0,M,V
$SDODC,0:59:47,S42.20.6438,E177.06.9960,A,0,M,V
$SDODC,0:59:57,S42.20.6216,E177.07.0293,A,0,M,V
$SDODC,1:00:07,S42.20.5997,E177.07.0626,A,0,M,V
$SDODC,1:00:17,S42.20.5777,E177.07.0963,A,0,M,V
$SDODC,1:00:27,S42.20.5559,E177.07.1296,A,0,M,V
$SDODC,1:00:37,S42.20.5338,E177.07.1629,A,0,M,V
$SDODC,1:00:47,S42.20.5118,E177.07.1961,A,0,M,V
$SDODC,1:00:57,S42.20.4897,E177.07.2291,A,0,M,V
$SDODC,1:01:07,S42.20.4673,E177.07.2618,A,0,M,V
$SDODC,1:01:17,S42.20.4449,E177.07.2938,A,0,M,V
$SDODC,1:01:27,S42.20.4222,E177.07.3259,A,0,M,V
$SDODC,1:01:37,S42.20.3997,E177.07.3574,A,0,M,V
$SDODC,1:01:47,S42.20.3770,E177.07.3895,A,0,M,V
$SDODC,1:01:57,S42.20.3546,E177.07.4213,A,0,M,V
$SDODC,1:02:07,S42.20.3320,E177.07.4538,A,0,M,V
$SDODC,1:02:17,S42.20.3096,E177.07.4860,A,0,M,V
$SDODC,1:02:27,S42.20.2871,E177.07.5187,A,0,M,V
$SDODC,1:02:37,S42.20.2649,E177.07.5512,A,0,M,V
$SDODC,1:02:47,S42.20.2425,E177.07.5843,A,0,M,V
$SDODC,1:02:57,S42.20.2204,E177.07.6171,A,0,M,V
$SDODC,1:03:07,S42.20.1980,E177.07.6501,A,0,M,V
$SDODC,1:03:17,S42.20.1757,E177.07.6830,A,0,M,V
$SDODC,1:03:27,S42.20.1534,E177.07.7159,A,0,M,V
$SDODC,1:03:37,S42.20.1311,E177.07.7486,A,0,M,V
$SDODC,1:03:47,S42.20.1088,E177.07.7818,A,0,M,V
$SDODC,1:03:57,S42.20.0862,E177.07.8143,A,0,M,V
$SDODC,1:04:07,S42.20.0638,E177.07.8472,A,0,M,V
$SDODC,1:04:17,S42.20.0410,E177.07.8797,A,0,M,V
$SDODC,1:04:27,S42.20.0186,E177.07.9122,A,0,M,V
$SDODC,1:04:37,S42.19.9962,E177.07.9453,A,0,M,V
$SDODC,1:04:47,S42.19.9739,E177.07.9780,A,0,M,V
$SDODC,1:04:57,S42.19.9518,E177.08.0116,A,0,M,V
$SDODC,1:05:07,S42.19.9299,E177.08.0448,A,0,M,V
$SDODC,1:05:17,S42.19.9076,E177.08.0786,A,0,M,V
$SDODC,1:05:27,S42.19.8857,E177.08.1118,A,0,M,V
$SDODC,1:05:37,S42.19.8633,E177.08.1455,A,0,M,V
$SDODC,1:05:47,S42.19.8414,E177.08.1786,A,0,M,V
$SDODC,1:05:57,S42.19.8190,E177.08.2120,A,0,M,V
$SDODC,1:06:07,S42.19.7968,E177.08.2449,A,0,M,V
$SDODC,1:06:17,S42.19.7745,E177.08.2780,A,0,M,V
$SDODC,1:06:27,S42.19.7518,E177.08.3107,A,0,M,V
$SDODC,1:06:37,S42.19.7291,E177.08.3433,A,0,M,V
$SDODC,1:06:47,S42.19.7064,E177.08.3757,A,0,M,V
$SDODC,1:06:57,S42.19.6832,E177.08.4078,A,0,M,V
$SDODC,1:07:07,S42.19.6604,E177.08.4399,A,0,M,V
$SDODC,1:07:17,S42.19.6376,E177.08.4719,A,0,M,V
$SDODC,1:07:27,S42.19.6147,E177.08.5042,A,0,M,V
$SDODC,1:07:37,S42.19.5922,E177.08.5366,A,0,M,V
$SDODC,1:07:47,S42.19.5697,E177.08.5696,A,0,M,V
$SDODC,1:07:57,S42.19.5471,E177.08.6020,A,0,M,V
$SDODC,1:08:07,S42.19.5246,E177.08.6347,A,0,M,V
$SDODC,1:08:17,S42.19.5020,E177.08.6672,A,0,M,V
$SDODC,1:08:27,S42.19.4797,E177.08.6996,A,0,M,V
$SDODC,1:08:37,S42.19.4573,E177.08.7321,A,0,M,V
$SDODC,1:08:47,S42.19.4350,E177.08.7643,A,0,M,V
$SDODC,1:08:57,S42.19.4125,E177.08.7970,A,0,M,V
$SDODC,1:09:07,S42.19.3903,E177.08.8292,A,0,M,V
$SDODC,1:09:17,S42.19.3676,E177.08.8619,A,0,M,V
$SDODC,1:09:27,S42.19.3452,E177.08.8939,A,0,M,V
$SDODC,1:09:37,S42.19.3223,E177.08.9264,A,0,M,V
$SDODC,1:09:47,S42.19.2996,E177.08.9582,A,0,M,V
$SDODC,1:09:57,S42.19.2765,E177.08.9905,A,0,M,V
$SDODC,1:10:07,S42.19.2543,E177.09.0228,A,0,M,V
$SDODC,1:10:17,S42.19.2312,E177.09.0556,A,0,M,V
$SDODC,1:10:27,S42.19.2088,E177.09.0879,A,0,M,V
$SDODC,1:10:37,S42.19.1858,E177.09.1209,A,0,M,V
$SDODC,1:10:47,S42.19.1634,E177.09.1533,A,0,M,V
$SDODC,1:10:57,S42.19.1406,E177.09.1863,A,0,M,V
$SDODC,1:11:07,S42.19.1178,E177.09.2188,A,0,M,V
$SDODC,1:11:17,S42.19.0953,E177.09.2518,A,0,M,V
$SDODC,1:11:27,S42.19.0731,E177.09.2851,A,0,M,V
$SDODC,1:11:37,S42.19.0508,E177.09.3184,A,0,M,V
$SDODC,1:11:47,S42.19.0284,E177.09.3514,A,0,M,V
$SDODC,1:11:57,S42.19.0061,E177.09.3847,A,0,M,V
$SDODC,1:12:07,S42.18.9842,E177.09.4180,A,0,M,V
$SDODC,1:12:17,S42.18.9620,E177.09.4518,A,0,M,V
$SDODC,1:12:27,S42.18.9402,E177.09.4850,A,0,M,V
$SDODC,1:12:37,S42.18.9179,E177.09.5187,A,0,M,V
$SDODC,1:12:47,S42.18.8961,E177.09.5516,A,0,M,V
$SDODC,1:12:57,S42.18.8733,E177.09.5845,A,0,M,V
$SDODC,1:13:07,S42.18.8510,E177.09.6167,A,0,M,V
$SDODC,1:13:17,S42.18.8283,E177.09.6493,A,0,M,V
$SDODC,1:13:27,S42.18.8058,E177.09.6811,A,0,M,V
$SDODC,1:13:37,S42.18.7828,E177.09.7134,A,0,M,V
$SDODC,1:13:47,S42.18.7601,E177.09.7451,A,0,M,V
$SDODC,1:13:57,S42.18.7372,E177.09.7775,A,0,M,V
$SDODC,1:14:07,S42.18.7146,E177.09.8096,A,0,M,V
$SDODC,1:14:17,S42.18.6917,E177.09.8420,A,0,M,V
$SDODC,1:14:27,S42.18.6692,E177.09.8742,A,0,M,V
$SDODC,1:14:37,S42.18.6465,E177.09.9068,A,0,M,V
$SDODC,1:14:47,S42.18.6242,E177.09.9391,A,0,M,V
$SDODC,1:14:57,S42.18.6014,E177.09.9719,A,0,M,V
$SDODC,1:15:07,S42.18.5790,E177.10.0041,A,0,M,V
$SDODC,1:15:17,S42.18.5563,E177.10.0366,A,0,M,V
$SDODC,1:15:27,S42.18.5336,E177.10.0685,A,0,M,V
$SDODC,1:15:37,S42.18.5106,E177.10.1008,A,0,M,V
$SDODC,1:15:47,S42.18.4880,E177.10.1328,A,0,M,V
$SDODC,1:15:57,S42.18.4651,E177.10.1650,A,0,M,V
$SDODC,1:16:07,S42.18.4424,E177.10.1971,A,0,M,V
$SDODC,1:16:17,S42.18.4198,E177.10.2296,A,0,M,V
$SDODC,1:16:27,S42.18.3974,E177.10.2619,A,0,M,V
$SDODC,1:16:37,S42.18.3747,E177.10.2946,A,0,M,V
$SDODC,1:16:47,S42.18.3527,E177.10.3270,A,0,M,V
$SDODC,1:16:57,S42.18.3300,E177.10.3600,A,0,M,V
$SDODC,1:17:07,S42.18.3079,E177.10.3923,A,0,M,V
$SDODC,1:17:17,S42.18.2852,E177.10.4252,A,0,M,V
$SDODC,1:17:27,S42.18.2629,E177.10.4571,A,0,M,V
$SDODC,1:17:37,S42.18.2401,E177.10.4900,A,0,M,V
$SDODC,1:17:47,S42.18.2180,E177.10.5221,A,0,M,V
$SDODC,1:17:57,S42.18.1954,E177.10.5548,A,0,M,V
$SDODC,1:18:07,S42.18.1728,E177.10.5867,A,0,M,V
$SDODC,1:18:17,S42.18.1505,E177.10.6192,A,0,M,V
$SDODC,1:18:27,S42.18.1278,E177.10.6513,A,0,M,V
$SDODC,1:18:37,S42.18.1054,E177.10.6835,A,0,M,V
$SDODC,1:18:47,S42.18.0829,E177.10.7160,A,0,M,V
$SDODC,1:18:57,S42.18.0605,E177.10.7483,A,0,M,V
$SDODC,1:19:07,S42.18.0379,E177.10.7807,A,0,M,V
$SDODC,1:19:17,S42.18.0157,E177.10.8130,A,0,M,V
$SDODC,1:19:27,S42.17.9931,E177.10.8455,A,0,M,V
$SDODC,1:19:37,S42.17.9710,E177.10.8778,A,0,M,V
$SDODC,1:19:47,S42.17.9484,E177.10.9101,A,0,M,V
$SDODC,1:19:57,S42.17.9262,E177.10.9418,A,0,M,V
$SDODC,1:20:07,S42.17.9038,E177.10.9738,A,0,M,V
$SDODC,1:20:17,S42.17.8813,E177.11.0055,A,0,M,V
$SDODC,1:20:27,S42.17.8592,E177.11.0373,A,0,M,V
$SDODC,1:20:37,S42.17.8365,E177.11.0689,A,0,M,V
$SDODC,1:20:47,S42.17.8140,E177.11.1000,A,0,M,V
$SDODC,1:20:57,S42.17.7913,E177.11.1313,A,0,M,V
$SDODC,1:21:07,S42.17.7686,E177.11.1623,A,0,M,V
$SDODC,1:21:17,S42.17.7457,E177.11.1933,A,0,M,V
$SDODC,1:21:27,S42.17.7230,E177.11.2240,A,0,M,V
$SDODC,1:21:37,S42.17.7003,E177.11.2553,A,0,M,V
$SDODC,1:21:47,S42.17.6780,E177.11.2861,A,0,M,V
$SDODC,1:21:57,S42.17.6556,E177.11.3179,A,0,M,V
$SDODC,1:22:07,S42.17.6335,E177.11.3492,A,0,M,V
$SDODC,1:22:17,S42.17.6113,E177.11.3816,A,0,M,V
$SDODC,1:22:27,S42.17.5898,E177.11.4135,A,0,M,V
$SDODC,1:22:37,S42.17.5673,E177.11.4458,A,0,M,V
$SDODC,1:22:47,S42.17.5457,E177.11.4775,A,0,M,V
$SDODC,1:22:57,S42.17.5235,E177.11.5100,A,0,M,V
$SDODC,1:23:07,S42.17.5018,E177.11.5415,A,0,M,V
$SDODC,1:23:17,S42.17.4793,E177.11.5734,A,0,M,V
$SDODC,1:23:27,S42.17.4575,E177.11.6050,A,0,M,V
$SDODC,1:23:37,S42.17.4353,E177.11.6367,A,0,M,V
$SDODC,1:23:47,S42.17.4127,E177.11.6679,A,0,M,V
$SDODC,1:23:57,S42.17.3905,E177.11.6992,A,0,M,V
$SDODC,1:24:07,S42.17.3677,E177.11.7302,A,0,M,V
$SDODC,1:24:17,S42.17.3452,E177.11.7610,A,0,M,V
$SDODC,1:24:27,S42.17.3225,E177.11.7922,A,0,M,V
$SDODC,1:24:37,S42.17.3001,E177.11.8231,A,0,M,V
$SDODC,1:24:47,S42.17.2773,E177.11.8544,A,0,M,V
$SDODC,1:24:57,S42.17.2550,E177.11.8856,A,0,M,V
$SDODC,1:25:07,S42.17.2326,E177.11.9171,A,0,M,V
$SDODC,1:25:17,S42.17.2102,E177.11.9480,A,0,M,V
$SDODC,1:25:27,S42.17.1878,E177.11.9793,A,0,M,V
$SDODC,1:25:37,S42.17.1654,E177.12.0100,A,0,M,V
$SDODC,1:25:47,S42.17.1429,E177.12.0412,A,0,M,V
$SDODC,1:25:57,S42.17.1207,E177.12.0722,A,0,M,V
$SDODC,1:26:07,S42.17.0984,E177.12.1033,A,0,M,V
$SDODC,1:26:17,S42.17.0759,E177.12.1342,A,0,M,V
$SDODC,1:26:27,S42.17.0538,E177.12.1653,A,0,M,V
$SDODC,1:26:37,S42.17.0316,E177.12.1967,A,0,M,V
$SDODC,1:26:47,S42.17.0094,E177.12.2279,A,0,M,V
$SDODC,1:26:57,S42.16.9872,E177.12.2596,A,0,M,V
$SDODC,1:27:07,S42.16.9653,E177.12.2911,A,2701.5,M,A
$SDODC,1:27:17,S42.16.9435,E177.12.3231,A,2701.9,M,A
$SDODC,1:27:27,S42.16.9216,E177.12.3550,A,2702,M,A
$SDODC,1:27:37,S42.16.9000,E177.12.3872,A,2702.1,M,A
$SDODC,1:27:47,S42.16.8779,E177.12.4194,A,2702.2,M,A
$SDODC,1:27:57,S42.16.8563,E177.12.4516,A,2702,M,A
$SDODC,1:28:07,S42.16.8344,E177.12.4840,A,2702.4,M,A
$SDODC,1:28:17,S42.16.8124,E177.12.5159,A,2702.4,M,A
$SDODC,1:28:27,S42.16.7909,E177.12.5488,A,2702.6,M,A
$SDODC,1:28:37,S42.16.7694,E177.12.5813,A,2702.7,M,A
$SDODC,1:28:47,S42.16.7480,E177.12.6142,A,2703,M,A
$SDODC,1:28:57,S42.16.7265,E177.12.6472,A,2703,M,A
$SDODC,1:29:07,S42.16.7051,E177.12.6796,A,2703.1,M,A
$SDODC,1:29:17,S42.16.6832,E177.12.7123,A,2702.7,M,A
$SDODC,1:29:27,S42.16.6615,E177.12.7443,A,2703.7,M,A
$SDODC,1:29:37,S42.16.6393,E177.12.7762,A,2704.5,M,A
$SDODC,1:29:47,S42.16.6172,E177.12.8079,A,2704.2,M,A
$SDODC,1:29:57,S42.16.5950,E177.12.8395,A,2704.8,M,A
$SDODC,1:30:07,S42.16.5727,E177.12.8710,A,2704.9,M,A
$SDODC,1:30:17,S42.16.5504,E177.12.9025,A,2705.5,M,A
$SDODC,1:30:27,S42.16.5282,E177.12.9341,A,2705.7,M,A
$SDODC,1:30:37,S42.16.5060,E177.12.9657,A,2705.9,M,A
$SDODC,1:30:47,S42.16.4839,E177.12.9975,A,2706,M,A
$SDODC,1:30:57,S42.16.4618,E177.13.0295,A,2706.2,M,A
$SDODC,1:31:07,S42.16.4401,E177.13.0617,A,2706.2,M,A
$SDODC,1:31:17,S42.16.4183,E177.13.0939,A,2706.6,M,A
$SDODC,1:31:27,S42.16.3964,E177.13.1263,A,2707,M,A
$SDODC,1:31:37,S42.16.3746,E177.13.1588,A,2706.9,M,A
$SDODC,1:31:47,S42.16.3527,E177.13.1913,A,2707.3,M,A
$SDODC,1:31:57,S42.16.3310,E177.13.2237,A,2707.6,M,A
$SDODC,1:32:07,S42.16.3089,E177.13.2562,A,2708.3,M,A
$SDODC,1:32:17,S42.16.2869,E177.13.2884,A,2708.3,M,A
$SDODC,1:32:27,S42.16.2649,E177.13.3210,A,2708.4,M,A
$SDODC,1:32:37,S42.16.2429,E177.13.3533,A,2708.7,M,A
$SDODC,1:32:47,S42.16.2207,E177.13.3856,A,2709.1,M,A
$SDODC,1:32:57,S42.16.1987,E177.13.4178,A,2709.2,M,A
$SDODC,1:33:07,S42.16.1765,E177.13.4502,A,2709.4,M,A
$SDODC,1:33:17,S42.16.1544,E177.13.4823,A,2709.7,M,A
$SDODC,1:33:27,S42.16.1325,E177.13.5149,A,2709.8,M,A
$SDODC,1:33:37,S42.16.1106,E177.13.5473,A,2710,M,A
$SDODC,1:33:47,S42.16.0886,E177.13.5800,A,2710.2,M,A
$SDODC,1:33:57,S42.16.0668,E177.13.6127,A,2710.4,M,A
$SDODC,1:34:07,S42.16.0446,E177.13.6454,A,2711,M,A
$SDODC,1:34:17,S42.16.0230,E177.13.6780,A,2710.7,M,A
$SDODC,1:34:27,S42.16.0009,E177.13.7109,A,2710.2,M,A
$SDODC,1:34:37,S42.15.9790,E177.13.7432,A,2711.2,M,A
$SDODC,1:34:47,S42.15.9567,E177.13.7754,A,2711.2,M,A
$SDODC,1:34:57,S42.15.9347,E177.13.8079,A,2711.2,M,A
$SDODC,1:35:07,S42.15.9128,E177.13.8404,A,2711.2,M,A
$SDODC,1:35:17,S42.15.8905,E177.13.8724,A,2711.2,M,A
$SDODC,1:35:27,S42.15.8686,E177.13.9050,A,2712.7,M,A
$SDODC,1:35:37,S42.15.8469,E177.13.9377,A,2712.7,M,A
$SDODC,1:35:47,S42.15.8251,E177.13.9704,A,2713,M,A
$SDODC,1:35:57,S42.15.8032,E177.14.0027,A,2713,M,A
$SDODC,1:36:07,S42.15.7813,E177.14.0355,A,2713,M,A
$SDODC,1:36:17,S42.15.7597,E177.14.0679,A,2713.7,M,A
$SDODC,1:36:27,S42.15.7378,E177.14.1001,A,2713.7,M,A
$SDODC,1:36:37,S42.15.7158,E177.14.1321,A,2714.3,M,A
$SDODC,1:36:47,S42.15.6938,E177.14.1642,A,2714.5,M,A
$SDODC,1:36:57,S42.15.6719,E177.14.1960,A,2714.6,M,A
$SDODC,1:37:07,S42.15.6497,E177.14.2278,A,2715,M,A
$SDODC,1:37:17,S42.15.6273,E177.14.2591,A,2715.4,M,A
$SDODC,1:37:27,S42.15.6049,E177.14.2906,A,2715.8,M,A
$SDODC,1:37:37,S42.15.5827,E177.14.3220,A,2715.6,M,A
$SDODC,1:37:47,S42.15.5602,E177.14.3536,A,2716.3,M,A
$SDODC,1:37:57,S42.15.5377,E177.14.3851,A,2716.4,M,A
$SDODC,1:38:07,S42.15.5156,E177.14.4168,A,2716.5,M,A
$SDODC,1:38:17,S42.15.4932,E177.14.4490,A,2716.8,M,A
$SDODC,1:38:27,S42.15.4712,E177.14.4809,A,2717,M,A
$SDODC,1:38:37,S42.15.4491,E177.14.5136,A,2717.2,M,A
$SDODC,1:38:47,S42.15.4276,E177.14.5461,A,2717.2,M,A
$SDODC,1:38:57,S42.15.4058,E177.14.5791,A,2717.9,M,A
$SDODC,1:39:07,S42.15.3845,E177.14.6120,A,2717.6,M,A
$SDODC,1:39:17,S42.15.3629,E177.14.6452,A,2718.4,M,A
$SDODC,1:39:27,S42.15.3414,E177.14.6779,A,2717.3,M,A
$SDODC,1:39:37,S42.15.3199,E177.14.7114,A,2718.7,M,A
$SDODC,1:39:47,S42.15.2986,E177.14.7444,A,2718.5,M,A
$SDODC,1:39:57,S42.15.2770,E177.14.7775,A,2718.6,M,A
$SDODC,1:40:07,S42.15.2553,E177.14.8101,A,2719.1,M,A
$SDODC,1:40:17,S42.15.2339,E177.14.8431,A,2719.5,M,A
$SDODC,1:40:27,S42.15.2125,E177.14.8762,A,2719.5,M,A
$SDODC,1:40:37,S42.15.1911,E177.14.9089,A,2719.7,M,A
$SDODC,1:40:47,S42.15.1696,E177.14.9418,A,2720,M,A
$SDODC,1:40:57,S42.15.1481,E177.14.9742,A,2720.1,M,A
$SDODC,1:41:07,S42.15.1263,E177.15.0066,A,2720.6,M,A
$SDODC,1:41:17,S42.15.1045,E177.15.0387,A,2720.6,M,A
$SDODC,1:41:27,S42.15.0828,E177.15.0710,A,2720,M,A
$SDODC,1:41:37,S42.15.0609,E177.15.1034,A,2720,M,A
$SDODC,1:41:47,S42.15.0393,E177.15.1355,A,2721.3,M,A
$SDODC,1:41:57,S42.15.0171,E177.15.1678,A,2721.3,M,A
